,label,title,text
69582,2,Els still has major ambitions after l million pound payday in <b>...</b>,Ernie Els has another 1 million pounds and a World Match Play record all to himself. But he wants more. And top of the South African 's agenda for 2005 is to try to win the Masters and US PGA titles.
19916,1,Sudan Talks in Nigeria Said Deadlocked (Reuters),"Reuters - After two weeks of talks to end the crisis in Sudan's Darfur region, government and rebel negotiators remain far apart on key security issues, including disarming warring factions, rebels and diplomats said on Monday."
79623,3,IRS business audits decline so far this year,"The pace of corporate audits by the Internal Revenue Service continued to decline in the first six months of fiscal 2004, despite IRS pledges to crack down on "
64159,3,"IT Jobs Dwindle in US, Offshore Hiring To Surge","Challenger, Gray  & Christmas reports that the US information technology industry lost 54,701 jobs in the July through September quarter, which is an increase of 14 percent from the same quarter last year."
63191,3,Oil Prices Hit Peaks on Winter Worries (Reuters),"Reuters - Oil prices rallied to a record above\ $55 a barrel Monday on concerns over a winter fuel supply crunch, and as traders took comments from a top U.S. official to mean high prices have yet to really dent U.S. demand."
73098,3,US government approves Cingular 's acquisition of AT &T Wireless,The US Federal Communications Commission (FCC) on Tuesday approved Cingular Wireless ' 41-billion-US dollar acquisition of AT &T Wireless Services Inc.
70126,1,"Japan Quake Kills 18, Aftershocks Strike Fear"," OJIYA, Japan (Reuters) - Dozens of aftershocks shook  northern Japan on Sunday after the country's deadliest  earthquake in nine years killed at least 18 people and injured  some 1,400 as houses collapsed, roads crumbled and rail tracks  buckled.   "
45654,1,House Defeats Gay Marriage Ban Amendment,"WASHINGTON - The Republican-controlled House emphatically defeated a constitutional amendment banning gay marriage Thursday, the latest in a string of conservative pet causes pushed to a vote by GOP leaders in the run-up to Election Day.    The vote was 227-186, far short of the two-thirds needed for approval on a measure that President Bush backed but the Senate had previously rejected..."
65721,1,Burma's prime minister is ousted,"BANGKOK, Thailand -- Burma's tough but pragmatic prime minister was removed from power yesterday by his hard-line army colleagues, clouding prospects for the freedom of opposition leader Aung San Suu Kyi and for democracy in the military-led Southeast Asian nation."
55118,2,Russians Coming In Formula 1,"It doesn 't plan an entry until next year 's Australian Grand Prix, but the Canadian-based Midland Group chaired by expatriate Russian (and Canadian citizen) Alexander Shnaider has announced the formation of a new GP team to be called Midland F1."
94421,1,House Republicans Act to Protect DeLay (washingtonpost.com),"washingtonpost.com - Emboldened by their election success, House Republicans changed their rules yesterday to allow Majority Leader Tom DeLay (Tex.) to keep his post even if a grand jury indicts him, and Senate GOP leaders continued to weigh changing long-standing rules governing filibusters to prevent Democrats from blocking President Bush's most conservative judicial nominees."
86714,4,Watching Global Warming,A new non-partisan study shows global warming is happening faster than anyone expected with effects in our own backyards. Biologist Doctor Camille Parmesan studies how living creatures respond to environmental 
81516,3,OPEC to monitor impact of US election on oil prices,JAKARTA: OPEC president Purnomo Yusgiantoro said Thursday the cartel would monitor any impact from the re-election of US President George W. Bush on oil prices.
36047,4,Sony to support MP3,Major strategy shift aims to help consumer electronics giant compete with Apple Computer and other rivals.
111044,1,Contentious race for power,"Cars circle the roundabout in the center of Ramallah in no particular order, and groups of young Palestinian men hang out on a steel structure in the middle."
82963,1,Kidnappers Extend Deadline on British Hostage,Militants who claim to be holding Northern Irish United Nations worker Annetta Flanigan hostage in Afghanistan have extended a deadline until tonight to decide her fate.
76302,2,Judge sends ex-Baylor athlete to mental hospital,A judge on Thursday ruled that a former Baylor basketball player charged with gunning down his teammate is incompetent to stand trial.
6620,2,Kastor takes bronze in marathon; Japan 's Noguchi wins,"American Deena Kastor crosed the finish line crying as she captured the bronze medal in the marathon Sunday. She finished the course in 2 hours, 27 minutes, 19 seconds."
37900,4,E-Mail ID Working Group Shuts Down Without Consensus,The Internet Engineering Task Force closed its working group Wednesday after it failed to agree on an e-mail authentication standard.
83270,3,"Former Merrill Lynch, Enron Employees Convicted of Fraud",Description: A jury in Houston finds four former Merrill Lynch bankers and a former Enron vice president a guilty of conspiracy and fraud.
61463,3,The Fool's Look Ahead,It's going to be a value meal of earnings with the burger and soda giants posting quarterly results.
63587,2,"BCS shockers: Texas in Fiesta, Pitt to Rose","As expected, Auburn is the odd team out of the BCS national championship game, and Texas has bumped Cal out of the Rose Bowl. In addition to the Longhorns ' last-minute jump, there was another shocker: Texas "
81147,3,Housing market cools,"House prices fell at their sharpest rate in four years in October, the Halifax bank says, in another sign that the property boom is over and that interest rates could already have peaked."
20612,4,Next Windows Version: 2006 Target,"Microsoft said on Friday it will ship the next version of Windows in 2006, but scaled back plans to include a new system for finding and storing information in its flagship operating system."
84728,3,European Bank Chief Talks Up Dollar,The dollar edged higher against the Swiss franc and the euro on Monday as traders took profits after the head of the European Central Bank said the euro zone unit 's recent 
49462,1,OAS Official Asked to Resign Over Scandal (AP),AP - Costa Rica's president said Monday he is asking Miguel Angel Rodriguez to resign as secretary-general of the Organization of American States because of alleged payments from a government contractor.
66144,3,GM Staff Call Off Work Stoppage at Bochum,"Workers at a General Motors plant in Bochum, Germany, swallowed their anger over job cuts and voted on Wednesday to end a seven-day stoppage that has disrupted output at three other GM car factories."
72024,3,Teck-Cominco reaps metals bonanza,"VANCOUVER - Soaring metals prices powered Teck-Cominco to a record third-quarter profit, the company said Monday. Teck said it made $120 million in the quarter (62 cents a share), almost eight times larger "
104274,1,U.N. Told to Protect Civilian Victims of Conflict (Reuters),"Reuters - The United Nations must offer better protection to 25 million civilians displaced by conflicts from Sudan to Colombia, a report said on Friday."
71979,2,AMAZIN 'S LOOK TO INTERVIEW DODGER COACH,"The Mets have reached out to their fifth managerial candidate, asking for and receiving permission from the Dodgers to interview Riggleman, Los Angeles ' bench coach since 2001."
31841,1,An Afghan woman who would be president,"Qalai Zaman Khan, Afghanistan -- Masooda Jalal, the woman who would be president of Afghanistan, stands inside the mud walls of a bread bakery in this hardscrabble village on the outskirts of Kabul."
113302,1,AP: Bush Will Make Air Pollution Priority (AP),"AP - President Bush will make air pollution a top priority in Congress early next year, starting with ""an aggressive push"" to build support for his pollution-cutting plan, senior administration officials said Saturday."
55524,4,ASP.Net glitch discovered,"OCTOBER 08, 2004 (IDG NEWS SERVICE) - Microsoft Corp. is investigating a reported vulnerability in ASP.Net that could allow an attacker to bypass security features on a Web server and view sensitive content, the company said yesterday."
100857,1,Lawmakers Argue Over Tax-Return Snooping (AP),AP - A skeleton crew of lawmakers voted Wednesday to keep the government from shutting down as House Democrats lambasted Republicans over a provision passed last week that both parties agreed was a turkey.
93505,1,New slaying in southern Thailand after queen 's plea for peace,"A gunman fatally shot a villager early Wednesday in southern Thailand, a day after the country 's queen made a plea for an end to violence in the Muslim-dominated area."
28093,2,Benson 's four-hit shutout ups ante for contract,"Kris Benson continued to do his best negotiating on the mound last night, throwing a four-hit shutout as the Mets rolled over the Braves, 7-0, at Shea Stadium."
87867,3,Gold Fields loses high court bid to halt Harmony takeover,"JOHANNESBURG : South African mining giant Gold Fields lost a high court bid to halt a hostile takeover by rival Harmony Gold, which is seeking to create the world 's biggest gold producer, a court official said."
110971,2,Free agents offered arbitration,Players offered arbitration have until Dec. 19 to either accept or reject. Players who reject arbitration may sign with former club until Jan. 8 (or after May 1).
53791,2,Los Angeles to bid for Summer Olympics,"After hosting the Summer Olympics in 1932 and 1984, the City of Angels may submit a bid for the Games. The City Council unanimously endorsed a proposal Wednesday to vie for the Summer Games as early as 2016."
41417,4,"Xcel Energy to Sell Broadband Unit, Take Charge (Reuters)","Reuters - Xcel Energy Inc.  plans to sell its broadband communications unit in a bid to focus solely on its core utility operations, the U.S. power producer said on Monday."
9393,1,Latest International news on mobile: sms INT to 7333,"Hamid Karzai was sworn in on Tuesday as Afghanistan 's first elected president in a ceremony attended by several foreign dignitaries, including US Vice President Dick Cheney and Defense Minister Donald Rumsfeld, report agencies."
74572,4,Are Cheaper Flat-Panel TVs On The Way?,IFire aims to displace LCD TVs with its lower-cost display technology.
32137,4,Iomega Readies Wireless Storage Device,"Iomega will soon ship its first network-attached storage device equipped with wireless networking technology. The product, dubbed the NAS 100d, is targeted at small-office and home-office users looking for "
53787,3,AT and T to cut workforce by 20,"US telecom giant AT and T will shrink even further, announcing on Thursday it would cut 20 percent of its workforce in 2004 and take an $US11."
63144,1,Waste Leads to Worry in Indonesia,"The villagers of Buyat Beach blame Denver-based Newmont Mining Corp., the world's largest gold-mining company, for poisoning their idyllic tropical bay with arsenic and mercury."
61683,2,Rossi heads Australian GP,Motorsport.com. Valentino Rossi faces the real possibility of being able to wrap up his MotoGP title defense at this weekend 's Australian GP at the Phillip Island circuit.
51010,2,Ricky Williams asks league to clarify his status,"Ricky Williams has asked the NFL for a hearing to clarify his playing status, a possible first step if the running back tries to return to the league."
84605,3,"Limited Ups Earnings View, Buyback Offer"," NEW YORK (Reuters) - Limited Brands Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LTD.N target=/stocks/quickinfo/fullquote"">LTD.N</A> on Monday  increased its earnings forecast for the third quarter due to a  bigger-than-forecast tax benefit and increased the offer price  in a $2 billion share buyback."
56337,3,Update 2: Poles Line Up for Shares in Bank,"Poles signed waiting lists Sunday for a chance to buy shares in their largest bank, using a signup system from communist times to impose order on the crush of interested investors."
71477,1,Festivals may not cheer durable goods makers (Reuters),"Reuters - Intense competition has depressed prices of everything from washing machines to refrigerators in India, dampening the spirits, and profits, of durable goods makers as they prepare for the busy festival season."
35925,2,Oakland Athletics Team Report - September 22,"(Sports Network) - Barry Zito has been in excellent form over his last few starts, and the Oakland Athletics need him to continue in that direction tonight when they battle the Texas Rangers in the middle test of an important three-game series at "
101376,3,"Anil says,  'I am not going to comment '",MUMBAI: Reliance Energy chairman Anil Ambani tonight refused to join issues with his elder brother Mukesh Ambani on the raging battle between them.
104280,3,Kellogg appoints Jenness CEO after Gutierrez resigns to join <b>...</b>,DETROIT - President Bush 's choice of Kellogg chief executive Carlos Gutierrez as commerce secretary leaves the cereal and snack giant without the dynamic leader who has guided its remarkable turnaround.
91936,1,Volunteers Keep an Eye On the People Next Door,"Backers of a law to create public order councils in Moscow's 676 subdistricts describe the measure as a kind of neighborhood watch that will involve ordinary people in the fight against terrorism, crime, public drunkenness and vandalism."
6916,4,Mystery of Wales turtle 'solved',Scientists think they may know why the world's largest leatherback turtle was washed up on a Welsh beach.
81481,1,"New bombing raid on rebel I. Coast north, French say two dead","ABIDJAN (AFP) - Ivory Coast government forces carried out bombing raids of former rebels on the country 's main northern town, Ivory Coast military officials told AFP."
15184,1,Manitoba RCMP investigating whether convicted pedophile committed more crimes (Canadian Press),Canadian Press - WINNIPEG (CP) - RCMP are investigating whether convicted pedophile and killer Robert Bliss Arthurson committed sex crimes against three more young girls.
77230,4,Reheated Bagle smokes out antivirus defenses,"New version of mass-mailing worm, discovered Friday, tries to disable defenses on destination PCs."
4762,1,Four Indonesian political parties form National Coalition,"JAKARTA Aug 19 - Four Indonesian political parties - Golkar, Indonesian Democratic Party-Struggle (PDIP), United Development Party (PPP) and Peace and Prosperity Party (PDS) - declared a national coalition on Thursday in their bid to form a good ..."
78934,3,Update 1: Volkswagen Workers Stage New Stoppages,"Volkswagen AG workers staged a new round of brief stoppages early Monday, keeping up pressure on the automaker ahead of wage talks in which the company is sticking to a demand for a two-year pay freeze."
118952,1,"Seoul, Tokyo Agree to Sign FTA by 2005",South Korea and Japan on Friday agreed to conclude negotiations to sign a free trade deal by the end of 2005. President Roh Moo-hyun and Japanese Prime Minister Junichiro Koizumi came up with 
55875,2,Enjoying the view from the top,"He balks at describing the Red Sox as  ""idiots "" -- even though the team jokingly refers to themselves that way -- but Sox owner John W. Henry had a firsthand understanding of the term as he spoke to Alan Embree in the Sox clubhouse following the team's dramatic Game 3 win over Anaheim."
28181,3,Australia 's Hardie faces US asbestos protests,"Australian building products firm James Hardie Industries Ltd., tainted by a row over asbestos, sought to repair its reputation on Wednesday "
84911,2,Strahan out for year with torn pectoral muscle,"EAST RUTHERFORD, NJ -- All-Pro defensive end Michael Strahan will miss the rest of the New York Giants ' season with a torn pectoral muscle."
34951,2,The check 's in the syringe,"The New York Yankees, who make enough money to know better, want the rest of Jason Giambi 's contract voided because he admitted to using what can fairly be called a cornucopia of pharmaceuticals."
85945,4,IBM's recycling program goes global,"Businesses in Europe, Asia can net bucks for outdated computer equipment, company says. "
63823,1,Two Macedonians executed in Iraq: al-Jazeera,"A militant group in Iraq claimedthat it had executed two Macedonians accused of spying for USforces, pan-Arab al-Jazeera TV reported Monday."
60366,3,Shares of low-cost carrier ATA jump on merger talk,"Shares of ATA Holdings Corp. (ATAH.O: Quote, Profile, Research) jumped as much as 22 percent on the Nasdaq on Thursday morning after a Wall Street Journal report that America West "
35202,3,Job fears as Deutsche culls chiefs,"Deutsche Bank is streamlining the management of its investment banking arm, raising fears that jobs may be lost in the City. The German bank is reducing the number of executives running its investment banking "
102513,1,Iraq ; Briton Questioned in Kabul Over Role in UN Hostage Release,"Iraq News, KABUL, A British freelance cameraman said yesterday he was detained by Afghan authorities for his role in the release of three UN hostages and came under pressure to sign a statement saying he was part of the kidnap gang."
109106,1,Israel's Sharon Raises Prospect of Early Elections," JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  may call early elections if an ultra-Orthodox Jewish party  fails to join a coalition for his Gaza pullout plan this week,  he said in an interview published on Monday."
95210,3,Eisner: TV Interview with Ovitz Was Dumb," GEORGETOWN, Del. (Reuters) - Michael Eisner, the chief  executive of the Walt Disney Co. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DIS.N target=/stocks/quickinfo/fullquote"">DIS.N</A>, on Thursday said it  was ""stupid"" to appear on a national television show in 1996 to  show his support for Michael Ovitz and conceded he was less  than candid with the public during the interview."
53880,1,Efforts Mount to Persuade Sihanouk to Stay On (Reuters),Reuters - Efforts to persuade aging and ailing Norodom Sihanouk to reverse his decision to abdicate the Cambodian throne mounted Friday.
37998,2,"One week into lockout: No talks, no progress","It 's been a week without progress in the NHL lockout. So far, there have been no overtures from the league or the players to resume talks to save a season that is already starting to slip away."
84041,2,Seattle vs. San Francisco,"SAN FRANCISCO (Ticker) -- Jerry Rice became the NFL 's most prolific wide receiver while he was with the San Francisco 49ers. On Sunday, the 42-year-old Rice makes his return to San Francisco as a member of the Seattle Seahawks."
82061,4,Why YAML?  Why not?,"I started a simple project a while back; all I needed to do was store some information about stuff around the office, and since it's a small office, I thought that a RDBMS system was overkill.  So I decided to go with XML.  After creating a document, I then decided to fight with XML DTDs, and tried to fight with both XML DOM and XML SAX for Python, I finally decided on an approach that built dictionaries using SAX, as described here.    After messing with it for a while, I decided there had to be a better way.  Almost by accident, I stumbled upon YAML."
40746,3,Microsoft braces for EU appeal,Brussels - Microsoft Corporation said on Monday it is ready to put a stripped down version of Windows on the market if ordered to do so by a European court.
110546,3,Alamosa to Buy AirGate for $392 Million,"Alamosa Holdings Inc. (APCS.O: Quote, Profile, Research) will acquire AirGate PCS Inc. (PCSA.O: Quote, Profile, Research) for $392 million in stock creating the largest Sprint Corp."
28094,1,"Childbirth deaths a crisis, ' UN says","While reproductive planning and women 's equality have improved substantially over the past decade, says a United Nations report, world population will increase from 6.4 billion today to 8.9 billion by 2050, with the 50 poorest countries tripling in "
20911,1,President Declares War on Terror,Laksamana.Net - President Susilo Bambang Yudhoyono says terrorism is the enemy of all religions so they must wage war against the violent scourge.
77205,4,Things that go bump on the Net,Sun President Jonathan Schwartz has a pre-Halloween case of the creeps--and for good reason.
7924,3,Union: US Air Talks with Pilots Break Off,"Talks between US Airways (UAIR.O: Quote, Profile, Research) and the airline 's pilots union over a new round of concessions broke down on Monday, the union said."
4237,4,CACI Shares Climb on Positive Earnings,"Shares of CACI International Inc. surged nearly 14 percent Thursday after the company, which provided private interrogators at Abu Ghraib prison and elsewhere in Iraq, reported a 56 percent jump in earnings."
60608,4,Apple flogs new gear as gossip grows,"At a briefing in Dublin on Monday, Apple UK  & Ireland executives were on hand to discuss about two years ' worth of Apple products and services, including iTunes, the iPod, the new iMac G5 (which recently launched in Ireland) and the firm 's suite of iLife "
108937,1,Ukraine's Yanukovich to Run Again in Repeat Vote, KIEV (Reuters) - Ukrainian Prime Minister Viktor Yanukovich  said on Saturday he would run against opposition liberal Viktor  Yushchenko again in a rerun of their contested presidential  election and he defiantly vowed he would win.
93701,1,Canadian general elected to head NATO military committee (AFP),"AFP - The Canadian armed forces chief of staff on was elected to take over as head of NATO's Military Committee, the alliance's highest military authority, military and diplomatic sources said."
119040,3,Report: Murdoch offers $44 million for Rockefeller apartment,"_ Rupert Murdoch, the billionaire CEO of News Corp., has offered to pay $44 million for a three-story penthouse apartment where Laurance S. Rockefeller once lived, according to a published report."
98942,4,Euro Web sites spread Bofra worm via banner ads,"Web site visitors who clicked on banner ads on a number of popular European Web sites this weekend could have infected their computers with variants of the Bofra worm, experts warned on Monday."
70596,2,Little Movement in AP Football Poll (AP),"AP - No. 1 Southern California and No. 2 Oklahoma have been the top two teams in The Associated Press Top 25 since the preseason, a nine-poll run that is the longest to start a season in nine years."
48044,3,Arranging trust benefits minus the expense,"Maybe you can live -- and die -- without them. Wealthy Americans often use a fistful of trusts to slash estate taxes, avoid probate, and control how their money is divvied up. But if your worldly assets are shy of seven figures -- meaning you're unlikely to get hit with estate taxes -- you may want to consider some cut-rate ..."
75225,1,Thailand urged to probe protesters ' deaths,"Despite an expression of regret to parliament, Thaksin rebuffed criticism of his attitude to human rights. volatile south bringing the total death toll after a protest outside a police station on Monday to 85."
80527,3,Satellite radio bids worry industry,"OTTAWA (CP) -- Musicians ' rights must be protected by the country 's telecommunications regulator as it considers three bids for satellite radio licences, says the music recording industry."
72650,3,US stocks mark time ahead of poll,US shares closed just a tad lower last night as the amrket held its breath ahead of the US election. The Dow Jones Industrial Average ended 7.82 points adrift (0.
4176,1,US troop shift: A tale of two cities,"Bush's plan this week to restructure US forces in Europe is stirring up a mix of worry, nostalgia, and hope."
87439,4,Gmail Users Soon Able to Check E-Mail Via Outlook,SAN FRANCISCO -- Web search leader Google Inc. said on Wednesday it will soon make it possible for users of its Gmail service to check their e-mail via Microsoft Outlook or on certain handheld devices such as mobile phones.
21646,1,Israel Whistleblower May Marry American (AP),"AP - Nuclear whistleblower Mordechai Vanunu said Wednesday he wants to replace his Israeli citizenship with a foreign one, perhaps Palestinian, and is considering marrying an American pen pal."
104873,2,"Mets offer reportedly 3 years, $38M","After reportedly having dinner with right-hander Pedro Martinez last Thursday, Mets general manager Omar Minaya has made an offer that tops the one the Red Sox submitted, The New York Times reported."
53639,4,CA Introduces Usage-Based Pricing For Mainframe Software,Computer Associates International Inc. on Thursday introduced usage-based pricing for its mainframe-management products in response to customer interest in the more flexible licensing model.
90204,4,Dell CEO says they are considering AMD,"I have decided to pay attention to this subject one last time, at least until Dell finally releases either desktop PCs or servers equipped with AMD processors."
44645,3,CA to cut 5 percent of work force,"Computer Associates International announced on Wednesday that it plans to cut 5 percent of its work force as part of a restructuring effort, a move that comes as the company seeks to rebuild itself after a long-running accounting scandal."
87284,3,PeopleSoft Rejects Oracle Bid,"PeopleSoft Inc. (PSFT.O: Quote, Profile, Research) on Wednesday said its board had again unanimously rejected Oracle Corp. 's (ORCL."
26598,2,Maryland Picks Up Notre Dame Transfer,"Isaiah Gardner , a sophomore defensive back, is on campus at Maryland and will transfer to the school from Notre Dame once his paperwork clears."
119601,3,"Eye On Stocks For Monday, Dec. 20","NEW YORK - On. Dec. 17, the US Food and Drug Administration released a statement relating to Pfizer 's (nyse: PFE - news - people ) Celebrex."
40188,2,Windies have become a proud unit,The West Indies are back. And I say this not because of their triumph on Saturday but I base it on the way they fought tooth and nail to pull off the incredible victory.
62595,3,FCC rule may lead to broadband expansion,WASHINGTON -- New rules approved this week by the Federal Communications Commission are aimed at making high-speed Internet available to more Americans.
2592,4,Sony Develops New Chip for More Real and Refined High Definition Video," ""DRC "" was developed in 1997 as a technology that changed a standard television signal format to a high-definition signal format, based on the concept of establishing a higher definition signal format from scratch. The foundation of this technology was ..."
39427,2,Premiership: New boys can 't buy a win,All three of the newly promoted sides are still searching for a first win of the season after a day of predictable results gave the Premiership table an all too familiar look.
90193,2,"NBA: LA Lakers 84, Houston 79",The Los Angeles Lakers gave their Coach Rudy Tomjanovich a triumphant return to Houston Saturday night with an 84-79 victory over the Rockets.
60590,4,IBM Offers Disk-Storage Servers,IBM is aiming to take a larger share of the $60 billion data-storage market with the introduction of two new disk-storage servers.
94753,1,Hamas  & Islamic Jihad  The Attacks Must Continue,"(IsraelNN.com) Following a second round of talks in as many days between interim PA leader Abu Mazen and representatives of the Hamas and Islamic Jihad terror organizations, the terrorists exclaimed they are unwilling to comply with requests to halt "
114454,3,Nov Retail Sales Edge Up as Car Sales Dip (Reuters),"Reuters - U.S. retail sales rose 0.1 percent in November, the Commerce Department said on Monday in a stronger-than-expected report that cemented views the Federal Reserve will raise interest rates again this week."
82424,1,2 children killed in Gaza explosion,"Two Palestinian children were killed Friday in the explosion of an apparent roadside bomb near Khan Younis in Gaza, reports said. But Palestinian sources said the children, an 8 "
55725,4,Mathematicians Offer Help in Terror Fight (AP),AP - A small group of thinking men and women convened at Rutgers University last month to consider how order theory  — a branch of abstract mathematics that deals with hierarchical relationships  — could be applied to the war on terror.
70834,3,Delta and Pilots to Resume Talks,Delta Air Lines Inc. and its pilots ' union recessed talks Sunday without reaching an agreement on pay cuts that the company says are crucial to its effort to avoid bankruptcy.
115849,4,"Group seeks calendar, scheduling app interoperability",The new Calendaring and Scheduling Consortium has unveiled plans to create standards to make it easier for computer users to share calendars and related information with people outside their companies.
106317,2,"College Basketball: Georgia Tech, UConn Win",ATLANTA (Sports Network) - BJ Elder poured in a game-high 27 points to lead fourth-ranked Georgia Tech to a convincing 99-68 win over Michigan in the ACC-Big Ten Challenge at Alexander Memorial Coliseum.
13254,2,Hawaii's Chang Eyes Career Passing Mark (AP),"AP - Hawaii football coach June Jones knew something special was in store four years ago when a lanky, baby-faced teenager stepped onto the practice field and completed eight straight passes."
56156,3,US House approves US$422 billion arms bill,The US House of Representatives on Saturday approved a final US$422 billion ($631.64 billion) bill for defence programmes that backs next year 's round of military base closings and kills a proposed US$23.
25980,2,Manning Fares Well in Mop-Up Role,"The top overall draft choice 's real introduction to the league came not in training camp or preseason, or even when he handed the ball to Tiki Barber on Sunday and watched the tailback sprint "
47831,1,Sharon Calls for Expansion of Israel's Gaza Offensive," JERUSALEM (Reuters) - Prime Minister Ariel Sharon said  Israel should expand its massive raid of northern Gaza, one of  the army's deadliest offensives in more than four years of  conflict with the Palestinians."
7067,3,Steps to climb out of debt,"For those sinking in a flood of unpaid loans, don 't lose hope. Many people have gone before you and made it out. Simply put, there are debt-defying actions you can take."
50849,3,UPDATE 2-White House expects upward revision to jobs data,"The White House expects revised data due on Friday to show job creation from March 2003 to March 2004 was much more robust than thought, economists who received "
99465,2,Report: Gamecocks to Name Spurrier New Head Coach Tuesday," COLUMBIA, S.C. (Sports Network) - The University of South  Carolina has scheduled a news conference for 1 p.m. EST Tuesday  when it is expected to announce that Steve Spurrier will take  over as the school's new head football coach."
75880,4,Edward C. Baig: Personal Tech - Google Desktop Search a cinch (USATODAY.com),USATODAY.com - Google Desktop Search a cinch; superb though not perfect.
13002,2,Hungary in second gold row,Adrian Annus faces the threat of becoming the second Hungarian athlete to be stripped of a gold medal after he failed to show up for a drugs test yesterday.
118670,1,Italian hostage among 12 killed in Iraq,"BAGHDAD: At least 12 people, including an Italian hostage, were killed in Iraq on Thursday as violence continued. An Islamist group claimed that it had killed an Italian hostage identified as Salvatore Santoro "
8145,2,Ructions in Australian rowing eight,Members of the Australian women 's rowing eight face disciplinary action after publicly criticising team-mate Sally Robbins for her failure to complete the Olympic final.
50143,1,Paraguayan border town called key site for terrorist funding,"CIUDAD DEL ESTE, Paraguay -- In this gritty border town known as a haven for drug smugglers, arms dealers, and counterfeiters, stacks of money change hands in the open on every corner and thousands of people stream each day across Friendship Bridge into Ciudad del Este."
28510,4,"For iTunes, it pays to be French","com September 15, 2004, 7:35 AM PT. This fourth priority 's main focus has been improving or obtaining CRM and ERP software for the past year and a half."
71525,4,President signs American Jobs Creation Act,"WASHINGTON - U.S. President George Bush on Friday signed tax legislation that provides $145 billion in new tax relief to U.S. corporations over the next 10 years, including a provision giving a tax break to companies that return income to the U.S. from operations located overseas."
41915,2,Cards Second Baseman Tony Womack Injured (AP),AP - St. Louis Cardinals second baseman Tony Womack left Monday night's game against Houston in the seventh inning after getting hit on the left hand with a pitch.
7582,2,Birdie Helps Woods Retain Top Ranking (AP),AP - What seemed like a meaningless birdie on the final hole of the NEC Invitational will ensure that Tiger Woods keeps his No. 1 world ranking at least one week longer.
34175,4,"Herndon, NY Cyber-Security Firms to Merge","TruSecure Corp., a Herndon provider of network security systems, agreed to merge with Betrusted Holdings Inc., a New York company that offers similar services."
43297,4,Elephant Dung Helps Track Smuggled Ivory - Study (Reuters),"Reuters - Using elephant dung and skin samples, researchers said they were able to make a map of elephant DNA that could help track down ivory poachers."
59061,3,BoE's King warns of bleaker times,"The UK's years of low inflation and falling unemployment may be over, Bank of England Governor Mervyn King warns."
34263,2,Mild 'Tuna',"It might have taken 63 years, but Bill Parcells seems to have found a happy medium of emotions in coaching the Dallas Cowboys."
17550,3,July Factory Orders Exceeded Forecasts; Productivity Pace Slows,"July factory orders rose the most in four months, exceeding forecasts, and productivity gains slowed last quarter, two government reports released yesterday showed."
28117,2,Rookie Kazmir outduels Pedro,Scott Kazmir had a cool confidence in a tough environment for baseball 's youngest pitcher and a sense of wonder that he had succeeded in it.
34124,1,Floods Kill Hundreds as Storm Ravages Haiti,Bloated bodies and weeping relatives filled mortuaries today as Tropical Storm Jeanne killed more than 570 Haitians with the toll expected to rise.
15949,4,Blog Search Blabble.com Takes New Approach,"Blog Search Blabble.com Takes New Approach\\A new start-up joining the ranks of weblog tools, Blabble is aimed at the corporate market. According to an Internet Retailer article, the service will be fee-based when it officially launches in October. A beta is currently available free online. The article reads like Blabble ..."
111913,1,33 Dead in Chinese Mine,"A gas explosion at a coal mine in the northern Shanxi Province killed 28 miners and 5 rescuers, the government said on Friday. In the latest in a series of such "
69639,1,Hamas Gunmen Kill Alleged Collaborator in Gaza (Reuters),"Reuters - Hamas gunmen on Saturday killed a young Palestinian they accused of helping Israel assassinate Hamas leader Sheikh Ahmed Yassin and other militants, calling it a warning to others not to collaborate with Israel."
55741,1,Prime Minister Howard re-elected in Australia,Australian Prime Minister John Howard managed to secure another term as leader after election results released Saturday handily declared him the winner.
35482,1,Tehran defiant,"Defying a key demand set by 35 countries, Iran announced yesterday it has started converting raw uranium into the gas needed for enrichment, a process that can be used to make nuclear bombs."
93388,4,Microsoft Uses Halo 2 to Catch Xbox Pirates,"With Halo 2 racking up record sales and eager fans rushing to Microsoft 's Xbox Live online gaming service to compete with other gamers from around the world, it should be an exciting time for Xbox enthusiasts."
51920,2,Judge Allows Atlanta's Furcal to Play in Playoffs (Reuters),"Reuters - Despite a probation violation on a drunken- driving charge, Atlanta Braves shortstop Rafael Furcal may participate in the playoffs."
19402,1,Israel Targets  'Forgotten Outpost ' for Security Barrier,"Responding to a public outcry after a bloody Palestinian attack, Israeli bulldozers began flattening land for a security barrier in a part of the West Bank that has been ignored up to now."
34927,4,Philly's citywide mesh Wi-Fi net will be challenge,"The city of Philadelphia plans to invest in a new wireless mesh network based on the Wi-Fi 802.11b standard, and officials hope to turn the 135-square-mile city into the world's largest wireless Internet hot spot."
81996,4,Study Links Tree Rings to Global Warming (AP),AP - Did global warming spur severe drought in the Western United States? A new study co-authored by a tree-ring researcher at the University of Arizona shows a possible connection.
41876,1,Taking on Sadr City in a Nissan Pickup,"Monday's blast demonstrated the uneven vulnerability of U.S. forces, who are equipped with sophisticated weaponry and armor, and their Iraqi allies, who fight the same battles using inferior equipment."
